"DBLa_type","Ups","2012_freq","2014_freq","2015_freq","2017_freq","2012_freqbin","2014_freqbin","2015_freqbin","2017_freqbin"
"M00123:163:000000000-B5J7V:1:2113:17716:20945","BC",0,0,1,0,"0","0","1","0"
"M00123:371:000000000-J9JD5:1:2113:15663:5818","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:2101:25829:7313","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:26784:20583","BC",0,0,1,0,"0","0","1","0"
"M00547:373:000000000-JH6MF:1:1117:8404:12191","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1110:18621:10743","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2115:8746:6661","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1104:9244:7710","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2106:23723:18937","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1117:20387:13530","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2106:15581:11147","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1116:5251:16900","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1115:16741:14010","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1118:24673:13474","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2105:21838:11044","BC",0,0,1,0,"0","0","1","0"
"M00123:211:000000000-BYH2N:1:2111:17741:13212","BC",0,0,1,0,"0","0","1","0"
"M03191:489:000000000-JGFWT:1:1113:4344:14319","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1118:25676:11671","BC",0,0,2,0,"0","0","2-10","0"
"M00123:163:000000000-B5J7V:1:1112:25189:10292","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2114:21756:13973","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1118:22488:19848","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2108:26021:15391","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2104:23958:2705","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:7909:18372","BC",0,0,2,1,"0","0","2-10","1"
"M00123:163:000000000-B5J7V:1:1108:18824:16357","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1109:16088:15732","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:2105:9992:19210","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2108:7833:3773","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1108:18225:19748","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:2101:18989:14921","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1119:4795:19226","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1102:14510:10977","BC",0,0,1,1,"0","0","1","1"
"M01896:15:000000000-A7EN9:1:1115:3174:8680","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2118:22895:16338","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1110:20117:13617","BC",0,0,2,2,"0","0","2-10","2-10"
"M00123:163:000000000-B5J7V:1:1113:7664:21421","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:2107:14418:11711","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:21306:4900","BC",0,0,1,0,"0","0","1","0"
"M03191:489:000000000-JGFWT:1:1116:17991:15457","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:2115:15749:23997","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1109:17146:9709","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1117:23384:20897","BC",0,0,1,0,"0","0","1","0"
"M00547:373:000000000-JH6MF:1:1101:19460:10407","BC",0,0,1,3,"0","0","1","2-10"
"M00123:163:000000000-B5J7V:1:1115:21286:10298","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1109:14742:21499","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1114:8665:7316","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1117:21596:3990","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1101:16824:6641","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1107:14799:5118","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2103:12963:3364","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2107:16372:19201","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2110:19278:23595","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2109:20050:9321","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:21354:9441","BC",0,0,1,5,"0","0","1","2-10"
"M00123:163:000000000-B5J7V:1:1103:14774:11695","BC",0,0,1,0,"0","0","1","0"
"M03191:488:000000000-JGKWR:1:2108:9358:8927","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1114:8363:2785","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:24401:14845","BC",0,0,1,0,"0","0","1","0"
"M00123:210:000000000-BTDTV:1:1114:6763:12072","BC",0,0,1,0,"0","0","1","0"
"M00123:371:000000000-J9JD5:1:1112:25165:6670","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1114:22186:5872","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2115:14146:19411","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1119:19754:3821","BC",0,0,1,0,"0","0","1","0"
"M00123:211:000000000-BYH2N:1:1107:22643:6454","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1108:26188:17116","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1116:26383:20582","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1114:20058:11436","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1104:21169:19020","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1101:5324:12702","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1105:10250:7130","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1116:17586:11631","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1119:28457:17567","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1116:25973:7605","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2103:27838:18157","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1109:24977:4370","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1102:6574:10530","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1108:23858:8895","BC",0,0,1,0,"0","0","1","0"
"M00123:371:000000000-J9JD5:1:2114:14580:7091","BC",0,0,1,2,"0","0","1","2-10"
"M00123:163:000000000-B5J7V:1:1110:9167:7105","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2108:15405:14139","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1104:2347:11548","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2102:24449:7514","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2110:8968:2448","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1108:22349:15990","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2110:11766:5694","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1102:21568:23209","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1119:20054:14841","A",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1105:16877:17660","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1108:22052:8763","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2101:17526:9216","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2116:18932:4753","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2101:7203:10624","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1112:16587:16115","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1107:25478:5923","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1114:6193:15457","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2101:27650:7156","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2114:7926:18774","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2114:9364:8632","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2103:23610:6246","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1119:9475:19655","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1104:22275:22414","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2103:19781:23834","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1112:13811:14407","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2114:7797:3697","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1103:23463:10535","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2108:26002:18099","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1109:25739:4023","BC",0,0,1,0,"0","0","1","0"
"M03191:489:000000000-JGFWT:1:2112:17359:22203","BC",0,0,1,2,"0","0","1","2-10"
"M00123:163:000000000-B5J7V:1:1107:10611:23525","BC",0,0,2,0,"0","0","2-10","0"
"M00123:163:000000000-B5J7V:1:2116:9793:17435","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1110:12523:11116","BC",0,0,1,0,"0","0","1","0"
"M03191:489:000000000-JGFWT:1:1108:13828:21892","BC",0,0,1,2,"0","0","1","2-10"
"M00123:163:000000000-B5J7V:1:1104:14785:2618","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1108:21349:15559","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2104:16786:2721","A",0,0,1,0,"0","0","1","0"
"M00123:211:000000000-BYH2N:1:1118:13292:6868","BC",0,0,1,0,"0","0","1","0"
"M00123:210:000000000-BTDTV:1:2109:21210:10006","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:25469:7919","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1108:25166:20763","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:4945:17033","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1115:22947:12859","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1108:22200:21055","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2101:15958:22891","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2102:25320:13686","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1114:5065:16041","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:15127:15551","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1109:11381:21643","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2107:14511:14516","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:12874:9459","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1101:9638:22613","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1108:16290:21891","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1114:18652:23411","BC",0,0,1,0,"0","0","1","0"
"M00123:211:000000000-BYH2N:1:1106:3032:9729","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2109:24795:10309","BC",0,0,2,0,"0","0","2-10","0"
"M00123:163:000000000-B5J7V:1:1105:21775:11813","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1114:27728:19202","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1103:19712:9933","BC",0,0,1,2,"0","0","1","2-10"
"M00123:163:000000000-B5J7V:1:1116:25241:21353","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2108:22991:17851","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1110:27714:13410","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2107:27523:12686","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2114:12997:4577","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1105:19112:6561","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:6549:4905","BC",0,0,1,0,"0","0","1","0"
"M00123:210:000000000-BTDTV:1:1114:14626:10295","BC",0,0,2,0,"0","0","2-10","0"
"M00123:163:000000000-B5J7V:1:2113:25959:11091","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2103:21373:21479","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1119:18673:23654","BC",0,0,2,2,"0","0","2-10","2-10"
"M00123:163:000000000-B5J7V:1:2109:19301:11124","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:23970:11347","BC",0,0,1,0,"0","0","1","0"
"M00566:99:000000000-AWHWF:1:1105:12111:17057","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:4863:15409","BC",0,0,1,1,"0","0","1","1"
"M03191:489:000000000-JGFWT:1:2101:4603:10917","BC",0,0,1,2,"0","0","1","2-10"
"M00123:163:000000000-B5J7V:1:2117:17827:18137","A",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:24449:13045","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1109:5323:13900","BC",0,0,1,0,"0","0","1","0"
"M00547:373:000000000-JH6MF:1:1110:19134:9360","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1105:28217:16929","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2114:5256:12354","BC",0,0,1,0,"0","0","1","0"
"M00123:211:000000000-BYH2N:1:2108:15794:21017","BC",0,0,2,1,"0","0","2-10","1"
"M00123:163:000000000-B5J7V:1:2104:18368:12408","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:25215:16569","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2103:10759:12546","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2115:13952:15968","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1111:18231:15567","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2110:23136:7588","BC",0,0,1,0,"0","0","1","0"
"M00547:373:000000000-JH6MF:1:1110:5683:10656","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:2112:15597:8835","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1101:12709:21117","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2117:26378:9171","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1109:13772:15756","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2115:4591:13889","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1117:23137:14646","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1104:15851:7900","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1114:24892:16362","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2105:5522:10677","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1111:11916:3698","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2108:13718:18974","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2107:27022:9622","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2107:23882:13946","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2117:28333:12945","BC",0,0,1,0,"0","0","1","0"
"M00123:211:000000000-BYH2N:1:1110:21536:13904","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1115:21702:12420","BC",0,0,1,0,"0","0","1","0"
"M00123:210:000000000-BTDTV:1:2111:13997:17928","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1102:16746:22589","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1114:27447:13354","BC",0,0,1,0,"0","0","1","0"
"M00123:371:000000000-J9JD5:1:2113:14091:17268","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1118:25134:6301","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2118:10097:2525","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1112:16619:4974","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2109:3114:8205","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2101:18479:17184","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1104:22058:21436","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:19873:22755","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2105:21313:23684","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1117:6619:16222","BC",0,0,1,0,"0","0","1","0"
"M00123:371:000000000-J9JD5:1:2116:17952:14477","BC",0,0,1,3,"0","0","1","2-10"
"M00123:163:000000000-B5J7V:1:2113:27701:14420","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:8321:21780","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1118:19213:4534","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2102:5381:14304","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2115:16393:21395","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:17845:22870","A",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2106:11735:20660","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:16959:5413","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2112:22912:9704","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1104:20372:19806","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:6035:12436","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2112:25555:18568","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2110:19960:2988","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1101:15180:16758","A",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2115:21658:23126","BC",0,0,1,0,"0","0","1","0"
"M00123:211:000000000-BYH2N:1:1119:22929:4657","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:6655:2925","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1119:10913:10227","BC",0,0,1,0,"0","0","1","0"
"M03191:489:000000000-JGFWT:1:2118:15150:11684","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1107:23901:19437","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1114:7684:19773","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2119:23107:19211","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2117:25559:14260","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1101:3940:18140","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1117:9895:11440","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1108:21025:13021","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1104:8470:12494","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2105:2916:14854","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1113:23711:14147","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1117:17149:10041","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1112:27577:7195","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2101:25341:10016","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2104:12566:17767","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2109:20408:18930","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:5680:12178","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2110:6231:4988","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2104:26585:5973","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1104:21969:13299","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1112:16815:3974","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1107:13153:18117","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1103:14612:19904","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2106:20180:9324","BC",0,0,1,0,"0","0","1","0"
"M00123:371:000000000-J9JD5:1:1104:27983:17594","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1119:27454:17337","BC",0,0,1,2,"0","0","1","2-10"
"M00123:163:000000000-B5J7V:1:1113:10623:12611","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2117:11153:2747","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2114:8185:15598","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:2108:27438:9723","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1109:16538:15430","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1109:21009:13931","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:8270:2347","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1110:25580:12413","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2103:23881:11936","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1110:20719:14937","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1109:8243:23046","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2102:22601:8612","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1119:26318:18294","A",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1106:16020:3065","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1108:11592:10230","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:2104:5689:7124","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2112:18903:9281","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2108:26905:14546","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1114:6866:15706","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2103:25068:14072","BC",0,0,1,0,"0","0","1","0"
"M00123:371:000000000-J9JD5:1:1109:12879:23114","BC",0,0,1,1,"0","0","1","1"
"M00123:163:000000000-B5J7V:1:1101:22759:18051","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1115:27327:15806","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2118:9845:3975","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1118:20492:11223","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2107:21945:9782","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1117:27060:18511","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2106:24594:20564","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2111:23597:10792","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1108:27143:8637","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2114:17778:13824","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1116:17509:24206","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1107:18731:18290","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1116:2426:14183","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2117:21237:13289","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1101:18650:23545","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2117:21837:14651","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1104:6093:5540","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1118:23090:16853","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1105:24488:9506","BC",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:2103:17557:18027","A",0,0,1,0,"0","0","1","0"
"M00123:163:000000000-B5J7V:1:1105:27529:13250","BC",0,0,1,0,"0","0","1","0"
