"DBLa_type","Ups","2012_freq","2014_freq","2015_freq","2017_freq","2012_freqbin","2014_freqbin","2015_freqbin","2017_freqbin"
"M00123:211:000000000-BYH2N:1:1105:19673:7811","A",532,197,245,484,">20",">20",">20",">20"
"M00123:371:000000000-J9JD5:1:1105:15208:16855","BC",416,134,177,359,">20",">20",">20",">20"
"M03191:489:000000000-JGFWT:1:1115:27517:9263","A",410,154,182,345,">20",">20",">20",">20"
"M00595:42:000000000-A5J1T:1:2112:14087:13702","BC",359,117,152,303,">20",">20",">20",">20"
"M00123:371:000000000-J9JD5:1:1117:13084:14112","BC",292,81,105,258,">20",">20",">20",">20"
"M00123:38:000000000-AN6VN:1:1101:12821:9226","A",274,93,122,223,">20",">20",">20",">20"
"M01896:2:000000000-A69JN:1:2105:7601:13235","BC",230,91,89,163,">20",">20",">20",">20"
"M00123:62:000000000-AU338:1:2108:17489:3241","A",211,69,55,134,">20",">20",">20",">20"
"M00123:51:000000000-APU28:1:2108:28563:13051","A",210,82,79,183,">20",">20",">20",">20"
"M00566:68:000000000-ARD58:1:1103:7201:10291","BC",203,61,68,141,">20",">20",">20",">20"
"M00123:163:000000000-B5J7V:1:2107:11359:13779","BC",203,42,77,151,">20",">20",">20",">20"
"M00123:211:000000000-BYH2N:1:2113:21898:3044","BC",196,52,92,172,">20",">20",">20",">20"
"M00566:68:000000000-ARD58:1:1112:21546:11180","BC",195,62,73,151,">20",">20",">20",">20"
"M00123:51:000000000-APU28:1:1114:24858:20638","BC",192,46,67,132,">20",">20",">20",">20"
"M03191:489:000000000-JGFWT:1:1109:4433:16331","BC",187,57,84,166,">20",">20",">20",">20"
"M00123:371:000000000-J9JD5:1:1119:24713:17205","A",178,54,64,164,">20",">20",">20",">20"
"M00547:373:000000000-JH6MF:1:2111:20576:17220","BC",177,47,62,120,">20",">20",">20",">20"
"M00566:68:000000000-ARD58:1:1119:9923:17310","A",176,53,61,137,">20",">20",">20",">20"
"M00123:115:000000000-AWP2U:1:2102:26051:5422","BC",169,49,51,115,">20",">20",">20",">20"
"M00123:38:000000000-AN6VN:1:1109:6352:8396","BC",167,48,48,116,">20",">20",">20",">20"
"M00595:54:000000000-A7CT0:1:2113:11699:16684","BC",160,49,58,131,">20",">20",">20",">20"
"M00123:51:000000000-APU28:1:2113:3907:7288","BC",146,37,51,97,">20",">20",">20",">20"
"M00123:98:000000000-AWVWT:1:2117:4750:18796","A",146,56,72,132,">20",">20",">20",">20"
"M00566:68:000000000-ARD58:1:1110:8012:15185","A",130,41,47,107,">20",">20",">20",">20"
"M00123:51:000000000-APU28:1:2110:16012:23255","A",129,36,41,82,">20",">20",">20",">20"
"M00123:51:000000000-APU28:1:1104:14387:4281","A",128,37,45,90,">20",">20",">20",">20"
"M00566:160:000000000-B5GTN:1:1116:5659:7899","A",127,44,61,105,">20",">20",">20",">20"
"M00566:66:000000000-ARD83:1:1113:13327:11787","BC",125,43,58,114,">20",">20",">20",">20"
"M00566:68:000000000-ARD58:1:1104:10768:4604","BC",124,43,35,115,">20",">20",">20",">20"
"M03191:488:000000000-JGKWR:1:1113:20845:14197","BC",124,40,45,80,">20",">20",">20",">20"
"M00123:210:000000000-BTDTV:1:2107:5627:14784","BC",120,40,41,80,">20",">20",">20",">20"
"M00123:371:000000000-J9JD5:1:2105:24109:15332","A",120,38,49,90,">20",">20",">20",">20"
"M01896:15:000000000-A7EN9:1:1111:15383:19352","BC",119,37,43,82,">20",">20",">20",">20"
"M00566:113:000000000-AY2J2:1:1111:13388:14711","A",119,27,42,87,">20",">20",">20",">20"
"M00566:68:000000000-ARD58:1:2118:16987:14052","BC",118,43,56,96,">20",">20",">20",">20"
"M00595:42:000000000-A5J1T:1:1109:17835:7911","A",117,32,44,103,">20",">20",">20",">20"
"M00595:54:000000000-A7CT0:1:1109:8610:16168","BC",111,29,35,110,">20",">20",">20",">20"
"M01896:14:000000000-A7ERE:1:1117:20200:5024","BC",110,30,35,78,">20",">20",">20",">20"
"M00123:115:000000000-AWP2U:1:1113:16800:12444","A",109,30,41,90,">20",">20",">20",">20"
"M00123:211:000000000-BYH2N:1:2113:20536:13810","A",107,30,31,85,">20",">20",">20",">20"
"M00566:161:000000000-B5HBJ:1:2112:17731:19057","A",106,34,44,94,">20",">20",">20",">20"
"M00123:62:000000000-AU338:1:1104:8169:12962","BC",106,27,28,66,">20",">20",">20",">20"
"M00123:38:000000000-AN6VN:1:2101:26011:6709","BC",105,27,52,75,">20",">20",">20",">20"
"M00595:54:000000000-A7CT0:1:2102:7160:16851","BC",103,24,43,71,">20",">20",">20",">20"
"M00566:114:000000000-AWM6N:1:2116:20869:7384","BC",99,27,34,79,">20",">20",">20",">20"
"M00123:38:000000000-AN6VN:1:2112:19440:11681","A",95,21,35,58,">20",">20",">20",">20"
"M00566:160:000000000-B5GTN:1:1104:9735:17391","A",94,31,36,79,">20",">20",">20",">20"
"M00547:373:000000000-JH6MF:1:1108:4508:16993","BC",94,18,30,61,">20","11-20",">20",">20"
"M00595:42:000000000-A5J1T:1:1113:14745:7451","A",94,24,40,95,">20",">20",">20",">20"
"M00123:371:000000000-J9JD5:1:2109:12446:24170","A",93,35,40,64,">20",">20",">20",">20"
"M00123:52:000000000-APT1W:1:2102:22724:15267","A",92,31,47,87,">20",">20",">20",">20"
"M01896:14:000000000-A7ERE:1:2109:22656:16384","A",91,24,30,57,">20",">20",">20",">20"
"M00123:210:000000000-BTDTV:1:2104:6229:11002","BC",88,34,44,73,">20",">20",">20",">20"
"M03191:489:000000000-JGFWT:1:1102:12624:16350","A",86,16,35,60,">20","11-20",">20",">20"
"M00123:163:000000000-B5J7V:1:1107:10065:17567","A",82,29,23,51,">20",">20",">20",">20"
"M00123:62:000000000-AU338:1:1115:1928:13393","BC",81,12,28,58,">20","11-20",">20",">20"
"M00123:38:000000000-AN6VN:1:1115:27123:11638","A",81,12,28,54,">20","11-20",">20",">20"
"M00123:371:000000000-J9JD5:1:2103:21338:14573","A",80,21,32,70,">20",">20",">20",">20"
"M03191:489:000000000-JGFWT:1:1111:28872:8550","A",80,26,24,61,">20",">20",">20",">20"
"M00595:54:000000000-A7CT0:1:1103:7809:14014","BC",80,27,30,81,">20",">20",">20",">20"
"M00123:52:000000000-APT1W:1:2118:12593:9281","A",80,29,36,64,">20",">20",">20",">20"
"M00595:42:000000000-A5J1T:1:1109:17536:24262","A",80,23,22,60,">20",">20",">20",">20"
"M01896:14:000000000-A7ERE:1:2112:18348:13255","A",80,15,33,44,">20","11-20",">20",">20"
"M00123:52:000000000-APT1W:1:2102:13043:12209","A",79,21,20,65,">20",">20","11-20",">20"
"M01896:2:000000000-A69JN:1:2110:9970:10111","BC",79,17,31,59,">20","11-20",">20",">20"
"M01896:14:000000000-A7ERE:1:1109:14420:11299","A",78,23,34,47,">20",">20",">20",">20"
"M01896:14:000000000-A7ERE:1:1102:3570:19337","A",78,23,26,47,">20",">20",">20",">20"
"M03191:489:000000000-JGFWT:1:2102:10803:18867","BC",77,17,29,63,">20","11-20",">20",">20"
"M01896:2:000000000-A69JN:1:2109:27624:15136","A",77,25,28,79,">20",">20",">20",">20"
"M00566:114:000000000-AWM6N:1:2108:23734:11669","BC",77,25,16,48,">20",">20","11-20",">20"
"M00123:51:000000000-APU28:1:2111:26344:20527","BC",77,28,34,65,">20",">20",">20",">20"
"M00566:114:000000000-AWM6N:1:1103:13670:15896","BC",76,26,22,36,">20",">20",">20",">20"
"M00566:113:000000000-AY2J2:1:2106:25117:16408","A",74,20,21,36,">20","11-20",">20",">20"
"M00566:68:000000000-ARD58:1:2113:5546:16748","BC",73,19,32,77,">20","11-20",">20",">20"
"M00123:371:000000000-J9JD5:1:1117:9641:11765","A",73,19,23,64,">20","11-20",">20",">20"
"M00566:114:000000000-AWM6N:1:2117:16554:16780","A",72,21,35,65,">20",">20",">20",">20"
"M00566:66:000000000-ARD83:1:2101:16455:16030","BC",71,27,30,52,">20",">20",">20",">20"
"M01896:14:000000000-A7ERE:1:2106:5692:18696","A",70,21,15,57,">20",">20","11-20",">20"
"M00123:38:000000000-AN6VN:1:2108:18223:23135","BC",70,30,29,78,">20",">20",">20",">20"
"M00566:66:000000000-ARD83:1:1113:24868:10889","BC",68,24,33,58,">20",">20",">20",">20"
"M00566:68:000000000-ARD58:1:2109:19628:11366","A",67,23,27,57,">20",">20",">20",">20"
"M00123:98:000000000-AWVWT:1:2108:28624:10870","A",67,16,27,47,">20","11-20",">20",">20"
"M00595:42:000000000-A5J1T:1:1103:20030:7307","BC",67,13,25,44,">20","11-20",">20",">20"
"M01896:15:000000000-A7EN9:1:2115:8453:24562","A",66,17,26,51,">20","11-20",">20",">20"
"M00123:38:000000000-AN6VN:1:1115:23355:8553","BC",66,18,20,37,">20","11-20","11-20",">20"
"M00123:38:000000000-AN6VN:1:1115:10524:5287","BC",66,20,18,55,">20","11-20","11-20",">20"
"M01896:14:000000000-A7ERE:1:2110:12533:13660","A",65,22,20,59,">20",">20","11-20",">20"
"M03191:488:000000000-JGKWR:1:1113:22455:20967","BC",65,16,23,43,">20","11-20",">20",">20"
"M00566:68:000000000-ARD58:1:1118:5262:17418","A",65,28,28,68,">20",">20",">20",">20"
"M00123:51:000000000-APU28:1:2112:19269:9213","A",64,23,18,48,">20",">20","11-20",">20"
"M00123:211:000000000-BYH2N:1:1107:18024:4282","A",64,24,16,38,">20",">20","11-20",">20"
"M03191:489:000000000-JGFWT:1:2116:13963:14110","BC",63,23,20,52,">20",">20","11-20",">20"
"M01896:15:000000000-A7EN9:1:2111:2578:15396","BC",63,12,13,37,">20","11-20","11-20",">20"
"M03191:488:000000000-JGKWR:1:1115:12185:7124","BC",62,17,13,57,">20","11-20","11-20",">20"
"M00595:42:000000000-A5J1T:1:2115:11542:10168","A",62,27,27,58,">20",">20",">20",">20"
"M00123:163:000000000-B5J7V:1:2110:19183:6096","BC",62,14,26,44,">20","11-20",">20",">20"
"M01896:14:000000000-A7ERE:1:2117:21028:20901","BC",61,18,16,46,">20","11-20","11-20",">20"
"M00123:115:000000000-AWP2U:1:1113:21249:7755","A",61,18,23,38,">20","11-20",">20",">20"
"M01896:14:000000000-A7ERE:1:1101:10837:17412","BC",61,10,30,31,">20","2-10",">20",">20"
"M01896:2:000000000-A69JN:1:2110:15499:2783","BC",60,16,20,66,">20","11-20","11-20",">20"
"M00123:52:000000000-APT1W:1:1112:23583:16351","BC",60,12,19,34,">20","11-20","11-20",">20"
"M00123:210:000000000-BTDTV:1:1119:7321:6382","A",59,20,24,55,">20","11-20",">20",">20"
"M00123:371:000000000-J9JD5:1:2110:5869:17879","A",59,22,12,52,">20",">20","11-20",">20"
"M00566:68:000000000-ARD58:1:2117:23982:15199","A",59,20,22,57,">20","11-20",">20",">20"
"M00123:52:000000000-APT1W:1:2115:16855:20972","A",58,20,22,44,">20","11-20",">20",">20"
"M00123:38:000000000-AN6VN:1:1102:16372:4025","A",58,29,30,59,">20",">20",">20",">20"
"M03191:489:000000000-JGFWT:1:2115:17827:14279","A",58,16,26,57,">20","11-20",">20",">20"
"M01896:14:000000000-A7ERE:1:2119:14623:24496","BC",57,18,20,45,">20","11-20","11-20",">20"
"M00566:113:000000000-AY2J2:1:1102:7580:6696","A",57,18,17,49,">20","11-20","11-20",">20"
"M00123:115:000000000-AWP2U:1:1103:5659:6221","A",56,16,16,36,">20","11-20","11-20",">20"
"M00123:210:000000000-BTDTV:1:1116:10459:23020","A",56,21,15,33,">20",">20","11-20",">20"
"M00123:52:000000000-APT1W:1:1115:5460:5128","BC",55,16,17,30,">20","11-20","11-20",">20"
"M03191:489:000000000-JGFWT:1:2114:13904:23360","A",55,8,22,30,">20","2-10",">20",">20"
"M00123:38:000000000-AN6VN:1:1102:18946:22367","A",54,17,15,52,">20","11-20","11-20",">20"
"M00123:38:000000000-AN6VN:1:1110:14942:13418","A",54,8,24,29,">20","2-10",">20",">20"
"M00595:42:000000000-A5J1T:1:2109:11640:19427","A",54,19,20,56,">20","11-20","11-20",">20"
"M03191:488:000000000-JGKWR:1:1110:4577:11565","BC",54,13,18,46,">20","11-20","11-20",">20"
"M00123:51:000000000-APU28:1:2111:17897:9124","BC",54,26,27,70,">20",">20",">20",">20"
"M00123:210:000000000-BTDTV:1:2111:15046:19616","A",54,12,23,46,">20","11-20",">20",">20"
"M00123:51:000000000-APU28:1:2112:22540:12575","A",54,25,15,37,">20",">20","11-20",">20"
"M00547:373:000000000-JH6MF:1:1111:14495:7016","A",54,14,11,34,">20","11-20","11-20",">20"
"M00123:51:000000000-APU28:1:2116:26656:12155","BC",53,11,16,31,">20","11-20","11-20",">20"
"M01896:15:000000000-A7EN9:1:1102:10518:11475","A",53,19,16,38,">20","11-20","11-20",">20"
"M00123:52:000000000-APT1W:1:2106:19426:7396","A",53,11,15,27,">20","11-20","11-20",">20"
"M00123:115:000000000-AWP2U:1:1116:21830:6048","A",53,10,16,28,">20","2-10","11-20",">20"
"M00595:42:000000000-A5J1T:1:1117:27531:13301","A",52,18,14,47,">20","11-20","11-20",">20"
"M00123:51:000000000-APU28:1:1112:8583:17224","A",51,9,19,44,">20","2-10","11-20",">20"
"M01896:14:000000000-A7ERE:1:1109:17838:17071","BC",51,6,14,23,">20","2-10","11-20",">20"
"M00123:163:000000000-B5J7V:1:1105:21198:17662","BC",51,15,16,39,">20","11-20","11-20",">20"
"M00566:99:000000000-AWHWF:1:2102:23019:14177","A",51,11,16,25,">20","11-20","11-20",">20"
"M03191:488:000000000-JGKWR:1:1106:26682:7074","BC",50,13,16,35,">20","11-20","11-20",">20"
"M00123:38:000000000-AN6VN:1:2119:13756:16776","A",50,19,24,57,">20","11-20",">20",">20"
"M00123:51:000000000-APU28:1:1114:4898:14846","A",50,12,16,33,">20","11-20","11-20",">20"
"M00123:210:000000000-BTDTV:1:1112:4822:13046","A",50,20,27,39,">20","11-20",">20",">20"
"M00123:51:000000000-APU28:1:1101:9853:7852","BC",49,10,9,20,">20","2-10","2-10","11-20"
"M01896:15:000000000-A7EN9:1:2107:23319:14805","BC",49,10,28,52,">20","2-10",">20",">20"
"M00123:38:000000000-AN6VN:1:1118:6986:20753","A",49,11,21,47,">20","11-20",">20",">20"
"M03191:489:000000000-JGFWT:1:1119:19277:22209","A",49,11,16,35,">20","11-20","11-20",">20"
"M00547:373:000000000-JH6MF:1:1115:5268:12839","A",49,14,15,26,">20","11-20","11-20",">20"
"M00547:373:000000000-JH6MF:1:1101:14245:13625","A",48,29,13,45,">20",">20","11-20",">20"
"M00123:371:000000000-J9JD5:1:1113:7210:11843","BC",48,11,14,40,">20","11-20","11-20",">20"
"M00123:98:000000000-AWVWT:1:2112:22497:11861","A",48,14,14,28,">20","11-20","11-20",">20"
"M00547:373:000000000-JH6MF:1:2117:13638:11484","BC",48,14,17,34,">20","11-20","11-20",">20"
"M00566:160:000000000-B5GTN:1:2106:4488:13888","A",48,23,11,35,">20",">20","11-20",">20"
"M00123:115:000000000-AWP2U:1:2113:16490:9536","A",48,14,13,33,">20","11-20","11-20",">20"
"M03191:488:000000000-JGKWR:1:1103:25746:21053","BC",47,4,15,22,">20","2-10","11-20",">20"
"M00123:371:000000000-J9JD5:1:1108:16147:13737","BC",47,13,16,23,">20","11-20","11-20",">20"
"M01896:2:000000000-A69JN:1:2116:21752:23352","A",47,14,17,38,">20","11-20","11-20",">20"
"M00123:38:000000000-AN6VN:1:1104:18843:21599","A",47,14,14,24,">20","11-20","11-20",">20"
"M03191:488:000000000-JGKWR:1:2104:10244:20438","A",47,16,11,36,">20","11-20","11-20",">20"
"M00123:52:000000000-APT1W:1:1108:8683:20878","A",46,14,10,25,">20","11-20","2-10",">20"
"M01896:14:000000000-A7ERE:1:1101:25207:16353","A",46,22,14,38,">20",">20","11-20",">20"
"M01896:2:000000000-A69JN:1:1117:23908:9657","A",46,14,22,24,">20","11-20",">20",">20"
"M01896:14:000000000-A7ERE:1:1102:20693:10891","BC",46,8,13,25,">20","2-10","11-20",">20"
"M00123:163:000000000-B5J7V:1:2118:23920:11600","A",46,16,17,28,">20","11-20","11-20",">20"
"M00123:115:000000000-AWP2U:1:2103:20306:3522","A",45,14,17,30,">20","11-20","11-20",">20"
"M00547:373:000000000-JH6MF:1:2104:8324:20480","A",45,15,19,38,">20","11-20","11-20",">20"
"M00123:62:000000000-AU338:1:2112:17154:11960","A",45,19,28,35,">20","11-20",">20",">20"
"M01896:15:000000000-A7EN9:1:1105:8605:8828","A",45,17,18,45,">20","11-20","11-20",">20"
"M00595:42:000000000-A5J1T:1:2104:16041:6671","BC",45,13,12,29,">20","11-20","11-20",">20"
"M01896:2:000000000-A69JN:1:2113:11243:14398","A",45,12,16,16,">20","11-20","11-20","11-20"
"M00566:161:000000000-B5HBJ:1:2112:17547:11160","BC",45,12,15,37,">20","11-20","11-20",">20"
"M00123:115:000000000-AWP2U:1:1118:13964:18375","A",45,11,11,34,">20","11-20","11-20",">20"
"M01896:15:000000000-A7EN9:1:1111:5509:8552","BC",45,4,14,20,">20","2-10","11-20","11-20"
"M03191:488:000000000-JGKWR:1:1111:21410:22407","BC",44,10,6,24,">20","2-10","2-10",">20"
"M00123:62:000000000-AU338:1:2114:21925:3469","A",44,16,22,43,">20","11-20",">20",">20"
"M00123:115:000000000-AWP2U:1:1104:20988:17784","A",44,23,24,43,">20",">20",">20",">20"
"M03191:489:000000000-JGFWT:1:1112:21564:14406","A",44,17,19,44,">20","11-20","11-20",">20"
"M00123:115:000000000-AWP2U:1:1106:22674:5414","BC",44,10,16,25,">20","2-10","11-20",">20"
"M00123:98:000000000-AWVWT:1:1119:12931:19666","A",44,24,15,40,">20",">20","11-20",">20"
"M00566:161:000000000-B5HBJ:1:1102:4531:21190","BC",44,14,16,37,">20","11-20","11-20",">20"
"M00595:42:000000000-A5J1T:1:1105:15458:18468","A",43,19,25,58,">20","11-20",">20",">20"
"M01896:14:000000000-A7ERE:1:2104:22044:23627","BC",43,16,31,39,">20","11-20",">20",">20"
"M00595:42:000000000-A5J1T:1:1118:11769:18403","BC",43,19,21,48,">20","11-20",">20",">20"
"M00123:371:000000000-J9JD5:1:1108:18106:7351","A",43,10,17,27,">20","2-10","11-20",">20"
"M00123:210:000000000-BTDTV:1:1102:20358:3067","BC",43,13,23,51,">20","11-20",">20",">20"
"M00123:52:000000000-APT1W:1:1103:27137:13185","BC",43,21,23,39,">20",">20",">20",">20"
"M00123:51:000000000-APU28:1:1105:22918:18031","A",43,13,15,36,">20","11-20","11-20",">20"
"M03191:489:000000000-JGFWT:1:1116:25119:19529","BC",43,10,10,32,">20","2-10","2-10",">20"
"M00123:38:000000000-AN6VN:1:2101:22312:5555","BC",43,11,20,24,">20","11-20","11-20",">20"
"M00123:210:000000000-BTDTV:1:2101:15498:18408","A",43,13,19,43,">20","11-20","11-20",">20"
"M00595:54:000000000-A7CT0:1:1108:17714:9648","BC",43,12,13,22,">20","11-20","11-20",">20"
"M00123:371:000000000-J9JD5:1:2104:7164:6681","A",43,13,18,29,">20","11-20","11-20",">20"
"M00566:114:000000000-AWM6N:1:2119:12161:3960","A",42,9,10,30,">20","2-10","2-10",">20"
"M00123:38:000000000-AN6VN:1:1103:7124:20611","BC",42,12,15,23,">20","11-20","11-20",">20"
"M01896:14:000000000-A7ERE:1:1112:20230:22754","A",42,9,8,24,">20","2-10","2-10",">20"
"M03191:489:000000000-JGFWT:1:2108:24883:12477","A",42,8,17,32,">20","2-10","11-20",">20"
"M00123:51:000000000-APU28:1:1105:17986:23787","A",42,15,17,28,">20","11-20","11-20",">20"
"M01896:14:000000000-A7ERE:1:2104:22444:2980","A",42,16,21,25,">20","11-20",">20",">20"
"M00123:371:000000000-J9JD5:1:2116:3848:16740","A",42,13,20,43,">20","11-20","11-20",">20"
"M00566:68:000000000-ARD58:1:1114:10727:19988","A",42,11,18,45,">20","11-20","11-20",">20"
"M00123:115:000000000-AWP2U:1:2103:7720:12757","BC",42,20,20,28,">20","11-20","11-20",">20"
"M01896:2:000000000-A69JN:1:2107:8213:6705","BC",41,11,17,22,">20","11-20","11-20",">20"
"M00566:160:000000000-B5GTN:1:2102:11407:20494","BC",41,13,17,32,">20","11-20","11-20",">20"
"M03191:489:000000000-JGFWT:1:1104:15548:15349","BC",41,12,14,32,">20","11-20","11-20",">20"
"M01896:14:000000000-A7ERE:1:1108:22350:22558","A",41,8,14,22,">20","2-10","11-20",">20"
"M00123:38:000000000-AN6VN:1:1115:3855:13396","A",41,1,6,27,">20","1","2-10",">20"
"M00123:51:000000000-APU28:1:2103:8858:22984","A",41,11,16,17,">20","11-20","11-20","11-20"
"M00123:98:000000000-AWVWT:1:2111:4514:16670","A",41,12,14,34,">20","11-20","11-20",">20"
"M00595:54:000000000-A7CT0:1:1112:17796:20620","BC",41,5,10,35,">20","2-10","2-10",">20"
"M00123:62:000000000-AU338:1:2103:24391:3682","A",41,15,23,36,">20","11-20",">20",">20"
"M03191:489:000000000-JGFWT:1:1106:6133:15525","A",41,24,11,35,">20",">20","11-20",">20"
"M00595:54:000000000-A7CT0:1:2105:19451:17307","BC",40,12,11,28,">20","11-20","11-20",">20"
"M00123:98:000000000-AWVWT:1:1110:16748:10089","A",40,9,10,29,">20","2-10","2-10",">20"
"M00566:160:000000000-B5GTN:1:1112:7981:22723","BC",40,7,15,33,">20","2-10","11-20",">20"
"M00123:52:000000000-APT1W:1:1104:9769:10932","A",40,9,7,26,">20","2-10","2-10",">20"
"M00123:210:000000000-BTDTV:1:1119:13031:5786","A",40,15,11,20,">20","11-20","11-20","11-20"
"M00123:52:000000000-APT1W:1:2119:23482:24044","BC",40,13,9,22,">20","11-20","2-10",">20"
"M00123:210:000000000-BTDTV:1:2116:11783:2861","A",40,15,11,30,">20","11-20","11-20",">20"
"M00595:42:000000000-A5J1T:1:1103:22832:8238","A",40,9,14,26,">20","2-10","11-20",">20"
"M01896:14:000000000-A7ERE:1:2119:5769:13275","A",40,6,15,19,">20","2-10","11-20","11-20"
"M00547:373:000000000-JH6MF:1:2117:15680:18354","BC",40,11,16,27,">20","11-20","11-20",">20"
"M01896:14:000000000-A7ERE:1:1108:25813:19680","BC",40,9,12,18,">20","2-10","11-20","11-20"
"M03191:488:000000000-JGKWR:1:1119:8331:11930","A",40,16,23,37,">20","11-20",">20",">20"
"M00123:52:000000000-APT1W:1:1108:24992:4435","A",39,11,7,19,">20","11-20","2-10","11-20"
"M00123:62:000000000-AU338:1:1103:6237:9573","A",39,17,17,33,">20","11-20","11-20",">20"
"M01896:15:000000000-A7EN9:1:1115:3889:14926","A",39,7,14,25,">20","2-10","11-20",">20"
"M01896:14:000000000-A7ERE:1:1111:22308:20571","A",39,8,11,28,">20","2-10","11-20",">20"
"M03191:489:000000000-JGFWT:1:1105:14283:22372","A",39,11,22,32,">20","11-20",">20",">20"
"M00595:42:000000000-A5J1T:1:1106:22634:17490","A",39,4,16,26,">20","2-10","11-20",">20"
"M00595:54:000000000-A7CT0:1:2113:13676:3718","A",39,6,16,23,">20","2-10","11-20",">20"
"M00566:99:000000000-AWHWF:1:1101:5146:4572","A",39,13,11,26,">20","11-20","11-20",">20"
"M01896:14:000000000-A7ERE:1:2109:9532:8220","A",38,10,18,33,">20","2-10","11-20",">20"
"M00547:373:000000000-JH6MF:1:2111:22102:20327","BC",38,11,15,24,">20","11-20","11-20",">20"
"M00123:52:000000000-APT1W:1:2105:20667:18100","A",38,8,10,31,">20","2-10","2-10",">20"
"M00123:51:000000000-APU28:1:2119:24218:12565","A",38,8,12,34,">20","2-10","11-20",">20"
"M00566:160:000000000-B5GTN:1:1113:7633:8979","BC",37,13,32,38,">20","11-20",">20",">20"
"M00123:52:000000000-APT1W:1:1112:7250:8615","A",37,10,21,20,">20","2-10",">20","11-20"
"M00123:163:000000000-B5J7V:1:1105:21355:12333","A",37,8,10,33,">20","2-10","2-10",">20"
"M01896:15:000000000-A7EN9:1:1108:12108:16365","A",37,9,6,26,">20","2-10","2-10",">20"
"M01896:2:000000000-A69JN:1:1110:8181:6703","A",37,9,10,26,">20","2-10","2-10",">20"
"M03191:488:000000000-JGKWR:1:1106:25155:6683","A",37,12,9,32,">20","11-20","2-10",">20"
"M00123:210:000000000-BTDTV:1:1117:6652:20275","BC",37,9,8,30,">20","2-10","2-10",">20"
"M00595:42:000000000-A5J1T:1:2114:25433:20561","BC",37,13,13,18,">20","11-20","11-20","11-20"
"M00566:68:000000000-ARD58:1:1118:9495:8949","BC",37,10,12,26,">20","2-10","11-20",">20"
"M00566:68:000000000-ARD58:1:1111:4388:20476","BC",37,7,6,16,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:2114:23906:7417","BC",37,11,14,35,">20","11-20","11-20",">20"
"M00566:66:000000000-ARD83:1:1102:22118:13601","A",36,10,9,17,">20","2-10","2-10","11-20"
"M00123:210:000000000-BTDTV:1:1116:9705:19279","A",36,14,12,25,">20","11-20","11-20",">20"
"M00123:211:000000000-BYH2N:1:2117:4243:8222","A",36,12,8,20,">20","11-20","2-10","11-20"
"M01896:2:000000000-A69JN:1:1110:7484:12872","BC",36,7,8,23,">20","2-10","2-10",">20"
"M00566:99:000000000-AWHWF:1:2111:8530:20098","BC",36,9,21,27,">20","2-10",">20",">20"
"M00123:163:000000000-B5J7V:1:2118:7428:22805","A",36,11,13,23,">20","11-20","11-20",">20"
"M00123:51:000000000-APU28:1:2106:7807:14325","BC",36,12,21,46,">20","11-20",">20",">20"
"M00123:210:000000000-BTDTV:1:1101:24776:20042","A",36,14,13,43,">20","11-20","11-20",">20"
"M00123:62:000000000-AU338:1:2115:17370:4453","BC",35,8,14,25,">20","2-10","11-20",">20"
"M00123:371:000000000-J9JD5:1:1111:4477:6751","BC",35,10,8,20,">20","2-10","2-10","11-20"
"M00595:54:000000000-A7CT0:1:1109:24013:8837","A",35,13,16,43,">20","11-20","11-20",">20"
"M00123:211:000000000-BYH2N:1:2111:18964:20270","A",35,13,11,22,">20","11-20","11-20",">20"
"M03191:488:000000000-JGKWR:1:2107:17134:16578","BC",35,7,17,19,">20","2-10","11-20","11-20"
"M03191:488:000000000-JGKWR:1:1115:27152:16424","BC",35,8,6,16,">20","2-10","2-10","11-20"
"M00566:113:000000000-AY2J2:1:2106:10057:13640","BC",35,15,9,30,">20","11-20","2-10",">20"
"M00123:163:000000000-B5J7V:1:1113:14006:9100","A",35,14,15,33,">20","11-20","11-20",">20"
"M00566:161:000000000-B5HBJ:1:1113:4623:6791","BC",34,11,12,18,">20","11-20","11-20","11-20"
"M00123:62:000000000-AU338:1:1111:25346:20204","A",34,6,14,27,">20","2-10","11-20",">20"
"M00595:54:000000000-A7CT0:1:2110:8041:20352","A",34,8,15,30,">20","2-10","11-20",">20"
"M00123:38:000000000-AN6VN:1:1114:24464:4285","A",34,13,12,23,">20","11-20","11-20",">20"
"M01896:14:000000000-A7ERE:1:2116:20646:7135","A",34,11,12,21,">20","11-20","11-20",">20"
"M00595:42:000000000-A5J1T:1:1114:15892:14956","A",34,12,18,29,">20","11-20","11-20",">20"
"M00566:68:000000000-ARD58:1:2105:10759:20560","A",34,15,14,34,">20","11-20","11-20",">20"
"M00566:68:000000000-ARD58:1:2108:17483:8016","BC",34,10,12,24,">20","2-10","11-20",">20"
"M00123:52:000000000-APT1W:1:1114:28346:11563","BC",34,6,11,19,">20","2-10","11-20","11-20"
"M01896:14:000000000-A7ERE:1:1105:19167:24311","A",34,12,11,35,">20","11-20","11-20",">20"
"M01896:15:000000000-A7EN9:1:2111:19614:18223","BC",34,8,10,24,">20","2-10","2-10",">20"
"M00123:163:000000000-B5J7V:1:1102:8312:8401","A",34,9,12,22,">20","2-10","11-20",">20"
"M00123:371:000000000-J9JD5:1:2109:24998:12848","BC",34,5,7,18,">20","2-10","2-10","11-20"
